Line,X,Y,Ch1,Ch2,Ch3,Ch4
Livs0125a_01,287616.83,2476410.77,-8.25,-4.29,-1.67,-0.23
Livs0125a_01,287616.92,2476410.77,-8.9,-4.67,-1.86,-0.6
Livs0125a_01,287617.02,2476410.77,-9.47,-4.93,-2.15,-0.6
Livs0125a_01,287617.13,2476410.76,-9.29,-4.57,-1.86,-0.31
Livs0125a_01,287617.24,2476410.76,-9.28,-4.38,-1.48,-0.04
Livs0125a_01,287617.36,2476410.76,-9.67,-4.85,-1.96,-0.33
Livs0125a_01,287617.48,2476410.76,-9.77,-4.94,-1.85,-0.31
Livs0125a_01,287617.6,2476410.76,-9.51,-4.75,-1.68,-0.32
Livs0125a_01,287617.71,2476410.76,-8.94,-4.29,-1.4,-0.14
Livs0125a_01,287617.83,2476410.76,-9.04,-4.29,-1.41,-0.23
Livs0125a_01,287617.95,2476410.76,-8.94,-4.11,-1.59,-0.6
Livs0125a_01,287618.07,2476410.76,-8.86,-4.01,-1.5,-0.41
Livs0125a_01,287618.19,2476410.76,-8.31,-3.64,-0.93,-0.04
Livs0125a_01,287618.31,2476410.76,-8.03,-3.54,-0.83,0.06
Livs0125a_01,287618.44,2476410.76,-7.77,-3.35,-0.84,0.15
Livs0125a_01,287618.56,2476410.76,-7.76,-3.55,-0.93,0.06
Livs0125a_01,287618.69,2476410.76,-7.38,-3.46,-0.94,-0.04
Livs0125a_01,287618.82,2476410.76,-6.66,-2.72,-0.46,0.52
Livs0125a_01,287618.94,2476410.76,-6.09,-2.24,0.01,0.9
Livs0125a_01,287619.07,2476410.76,-5.63,-1.88,0.11,0.98
Livs0125a_01,287619.19,2476410.76,-5.72,-2.06,0.09,1.09
Livs0125a_01,287619.3,2476410.76,-6.02,-2.53,-0.08,0.9
Livs0125a_01,287619.4,2476410.76,-6.67,-2.89,-0.28,0.62
Livs0125a_01,287619.49,2476410.76,-7.05,-3.19,-0.55,0.34
Livs0125a_01,287619.59,2476410.76,-7.33,-3.55,-0.75,0.06
Livs0125a_01,287619.69,2476410.76,-7.06,-3.17,-0.47,0.34
Livs0125a_01,287619.78,2476410.76,-6.4,-2.54,0,0.62
Livs0125a_01,287619.88,2476410.76,-6.21,-2.25,0.2,0.89
Livs0125a_01,287619.98,2476410.76,-6.11,-2.34,0.19,0.8
Livs0125a_01,287620.08,2476410.76,-6.1,-2.9,-0.09,0.41
Livs0125a_01,287620.18,2476410.76,-6.11,-3.09,-0.57,-0.15
Livs0125a_01,287620.28,2476410.76,-5.91,-2.99,-0.66,-0.22
Livs0125a_01,287620.38,2476410.76,-5.82,-2.8,-0.65,-0.04
Livs0125a_01,287620.48,2476410.76,-6.21,-3.09,-0.84,-0.41
Livs0125a_01,287620.58,2476410.76,-6.85,-3.65,-1.2,-0.7
Livs0125a_01,287620.68,2476410.76,-7.22,-3.85,-1.49,-0.79
Livs0125a_01,287620.78,2476410.76,-7.5,-3.75,-1.4,-0.8
Livs0125a_01,287620.88,2476410.76,-7.68,-3.56,-1.3,-0.51
Livs0125a_01,287620.98,2476410.76,-8.14,-4.1,-1.69,-0.98
Livs0125a_01,287621.08,2476410.76,-9.35,-5.51,-2.62,-2.11
Livs0125a_01,287621.18,2476410.77,-8.71,-4.86,-2.32,-1.63
Livs0125a_01,287621.28,2476410.77,-8.13,-4.1,-1.87,-1.17
Livs0125a_01,287621.38,2476410.77,-7.57,-3.64,-1.3,-0.79
Livs0125a_01,287621.48,2476410.77,-7.94,-4.21,-1.59,-0.8
Livs0125a_01,287621.58,2476410.78,-7.82,-3.74,-1.49,-0.68
Livs0125a_01,287621.68,2476410.78,-7.37,-2.9,-0.55,0.52
Livs0125a_01,287621.78,2476410.78,-7.07,-2.61,-0.17,1.08
Livs0125a_01,287621.88,2476410.79,-7.53,-2.9,-0.28,1.08
Livs0125a_01,287621.97,2476410.79,-8.47,-3.73,-1.21,0.05
Livs0125a_01,287622.04,2476410.79,-9.02,-4.1,-1.49,-0.31
Livs0125a_01,287622.12,2476410.79,-9.3,-4.29,-1.69,-0.59
Livs0125a_01,287622.2,2476410.79,-9.28,-4.39,-1.58,-0.79
Livs0125a_01,287622.27,2476410.79,-8.81,-4.19,-1.4,-0.59
Livs0125a_01,287622.35,2476410.79,-8.81,-4.38,-1.5,-0.6
Livs0125a_01,287622.42,2476410.79,-8.71,-4.47,-1.49,-0.6
Livs0125a_01,287622.5,2476410.79,-8.72,-4.47,-1.77,-0.5
Livs0125a_01,287622.57,2476410.8,-8.62,-4.56,-1.86,-0.51
Livs0125a_01,287622.65,2476410.79,-8.25,-4.2,-1.68,-0.32
Livs0125a_01,287622.73,2476410.79,-7.86,-3.91,-1.02,0.34
Livs0125a_01,287622.81,2476410.78,-9.93,-6.06,-2.14,-0.88
Livs0125a_01,287622.89,2476410.78,-10.49,-6.34,-3.17,-2.37
Livs0125a_01,287622.97,2476410.77,-9.83,-5.69,-2.61,-2
Livs0125a_01,287623.05,2476410.76,-8.25,-3.91,-1.57,-0.79
Livs0125a_01,287623.13,2476410.76,-8.16,-3.81,-1.21,-0.03
Livs0125a_01,287623.21,2476410.75,-8.8,-4.56,-1.77,-0.5
Livs0125a_01,287623.29,2476410.74,-9.47,-5.12,-2.33,-0.96
Livs0125a_01,287623.37,2476410.74,-9.65,-5.31,-2.52,-1.16
Livs0125a_01,287623.46,2476410.73,-10.12,-5.61,-2.62,-1.34
Livs0125a_01,287623.55,2476410.71,-10.13,-5.97,-2.7,-1.35
Livs0125a_01,287623.64,2476410.7,-10.32,-6.25,-3.08,-1.71
Livs0125a_01,287623.73,2476410.69,-9.77,-5.78,-2.79,-1.73
Livs0125a_01,287623.81,2476410.68,-9.12,-5.41,-2.43,-1.35
Livs0125a_01,287623.9,2476410.67,-8.19,-4.29,-2.04,-0.96
Livs0125a_01,287623.99,2476410.66,-7.64,-3.74,-1.48,-0.69
Livs0125a_01,287624.08,2476410.64,-7.28,-3.36,-1.3,-0.52
Livs0125a_01,287624.17,2476410.63,-7.26,-3.64,-1.58,-0.89
Livs0125a_01,287624.26,2476410.61,-7.65,-3.83,-1.77,-0.98
Livs0125a_01,287624.36,2476410.59,-8.39,-4.77,-1.96,-1.26
Livs0125a_01,287624.46,2476410.57,-8.6,-4.86,-2.16,-1.54
Livs0125a_01,287624.56,2476410.55,-8.31,-4.68,-2.05,-1.16
Livs0125a_01,287624.66,2476410.53,-7.95,-4.49,-1.68,-0.98
Livs0125a_01,287624.75,2476410.51,-7.78,-4.02,-1.6,-0.89
Livs0125a_01,287624.85,2476410.49,-7.41,-3.93,-1.59,-0.88
Livs0125a_01,287624.95,2476410.46,-7.69,-4.3,-1.87,-1.25
Livs0125a_01,287625.05,2476410.44,-7.71,-4.21,-1.88,-1.27
Livs0125a_01,287625.14,2476410.41,-7.98,-4.2,-1.79,-1.08
Livs0125a_01,287625.24,2476410.37,-7.79,-3.65,-1.5,-0.51
Livs0125a_01,287625.34,2476410.32,-7.72,-3.1,-1.12,-0.34
Livs0125a_01,287625.43,2476410.28,-7.62,-2.8,-0.74,0.13
Livs0125a_01,287625.53,2476410.24,-8.08,-3.37,-1.12,-0.24
Livs0125a_01,287625.62,2476410.19,-8.47,-4.12,-1.58,-0.23
Livs0125a_01,287625.72,2476410.15,-8.74,-4.41,-1.78,-0.23
Livs0125a_01,287625.82,2476410.11,-8.95,-4.39,-1.77,-0.33
Livs0125a_01,287625.91,2476410.06,-7.99,-3.46,-1.12,0.23
Livs0125a_01,287626.01,2476410.01,-7.26,-3,-0.57,0.69
Livs0125a_01,287626.1,2476409.95,-7.54,-3.36,-0.66,0.61
Livs0125a_01,287626.2,2476409.89,-8,-3.76,-1.32,-0.15
Livs0125a_01,287626.29,2476409.82,-7.81,-3.56,-1.51,-0.13
Livs0125a_01,287626.39,2476409.76,-7.91,-3.48,-1.2,0.06
Livs0125a_01,287626.49,2476409.69,-7.71,-3.37,-1.03,0.22
Livs0125a_01,287626.58,2476409.63,-7.71,-3.65,-1.11,-0.05
Livs0125a_01,287626.68,2476409.57,-7.9,-3.92,-1.58,-0.62
Livs0125a_01,287626.77,2476409.5,-8.82,-4.59,-2.05,-1.17
Livs0125a_01,287626.87,2476409.43,-9.2,-4.97,-2.52,-1.72
Livs0125a_01,287626.96,2476409.36,-9.96,-5.43,-2.98,-2.48
Livs0125a_01,287627.05,2476409.28,-9.01,-4.4,-2.61,-2.2
Livs0125a_01,287627.14,2476409.2,-8.46,-3.56,-1.6,-0.9
Livs0125a_01,287627.24,2476409.12,-8.44,-3.55,-1.21,-0.33
Livs0125a_01,287627.33,2476409.04,-9.29,-4.5,-1.67,-0.33
Livs0125a_01,287627.42,2476408.96,-9.39,-4.77,-1.86,-0.42
Livs0125a_01,287627.51,2476408.88,-9.74,-5.25,-2.06,-0.61
Livs0125a_01,287627.61,2476408.8,-9.76,-5.15,-2.24,-1.07
Livs0125a_01,287627.7,2476408.72,-9.28,-4.86,-2.05,-0.88
Livs0125a_01,287627.78,2476408.64,-8.44,-4.12,-1.4,-0.43
Livs0125a_01,287627.86,2476408.56,-7.98,-3.85,-1.04,-0.04
Livs0125a_01,287627.95,2476408.48,-8.15,-3.83,-1.21,-0.04
Livs0125a_01,287628.03,2476408.39,-8.33,-3.83,-1.2,0.05
Livs0125a_01,287628.11,2476408.31,-8.98,-4.67,-1.5,-0.13
Livs0125a_01,287628.2,2476408.23,-9.37,-5.05,-2.24,-1.08
Livs0125a_01,287628.28,2476408.15,-8.43,-4.22,-1.59,-0.51
Livs0125a_01,287628.36,2476408.07,-7.78,-3.47,-1.03,0.32
Livs0125a_01,287628.44,2476407.98,-7.97,-3.65,-1.03,0.33
Livs0125a_01,287628.53,2476407.89,-8.53,-4.3,-1.5,-0.14
Livs0125a_01,287628.63,2476407.79,-8.81,-4.59,-1.96,-0.98
Livs0125a_01,287628.72,2476407.69,-8.71,-4.76,-1.95,-0.97
Livs0125a_01,287628.81,2476407.59,-8.99,-5.25,-2.05,-1.18
Livs0125a_01,287628.9,2476407.5,-10.03,-6.54,-3.55,-2.85
Livs0125a_01,287628.99,2476407.4,-10.59,-7.02,-4.21,-3.69
Livs0125a_01,287629.08,2476407.3,-9.94,-6.08,-3.65,-3.05
Livs0125a_01,287629.18,2476407.2,-9.56,-5.51,-3.18,-2.48
Livs0125a_01,287629.27,2476407.1,-8.27,-4.3,-2.34,-1.37
Livs0125a_01,287629.36,2476407,-8.47,-4.5,-2.43,-1.25
Livs0125a_01,287629.45,2476406.9,-9.32,-5.05,-2.89,-1.65
Livs0125a_01,287629.53,2476406.8,-9.31,-4.95,-2.43,-0.98
Livs0125a_01,287629.62,2476406.71,-9.24,-4.78,-2.24,-0.69
Livs0125a_01,287629.71,2476406.61,-9.51,-5.14,-2.44,-1.09
Livs0125a_01,287629.8,2476406.51,-9.32,-5.05,-2.35,-1.45
Livs0125a_01,287629.89,2476406.41,-8.95,-4.77,-2.06,-1.28
Livs0125a_01,287629.97,2476406.31,-8.87,-4.78,-2.06,-1.07
Livs0125a_01,287630.06,2476406.21,-9.35,-5.24,-2.35,-1.26
Livs0125a_01,287630.15,2476406.12,-9.26,-5.05,-2.33,-1.18
Livs0125a_01,287630.24,2476406.02,-8.62,-4.13,-1.41,-0.33
Livs0125a_01,287630.33,2476405.93,-7.87,-3.38,-0.74,0.42
Livs0125a_01,287630.42,2476405.83,-8.45,-4.04,-1.32,0.13
Livs0125a_01,287630.51,2476405.74,-8.62,-4.41,-1.59,-0.34
Livs0125a_01,287630.6,2476405.64,-8.46,-4.24,-1.88,-0.98
Livs0125a_01,287630.69,2476405.55,-7.9,-3.75,-1.31,-0.7
Livs0125a_01,287630.78,2476405.45,-7.62,-3,-0.47,0.23
Livs0125a_01,287630.87,2476405.36,-8.01,-2.93,-0.28,0.8
Livs0125a_01,287630.96,2476405.27,-8.58,-3.48,-0.84,0.69
Livs0125a_01,287631.06,2476405.18,-9.34,-4.7,-1.22,-0.07
Livs0125a_01,287631.16,2476405.1,-10.17,-5.45,-2.35,-1.1
Livs0125a_01,287631.26,2476405.01,-10.37,-5.45,-2.34,-1.18
Livs0125a_01,287631.35,2476404.92,-10.28,-5.17,-2.34,-1.47
Livs0125a_01,287631.45,2476404.83,-9.9,-4.9,-2.16,-1.38
Livs0125a_01,287631.55,2476404.75,-9.81,-5.16,-2.25,-1.37
Livs0125a_01,287631.65,2476404.66,-10.38,-5.64,-2.91,-1.84
Livs0125a_01,287631.75,2476404.57,-10.48,-5.75,-3.09,-1.93
Livs0125a_01,287631.85,2476404.49,-9.91,-5.28,-2.73,-1.56
Livs0125a_01,287631.95,2476404.41,-10.01,-5.17,-2.45,-1.1
Livs0125a_01,287632.05,2476404.33,-10.46,-5.64,-2.62,-1.36
Livs0125a_01,287632.15,2476404.26,-10.66,-6.02,-2.73,-1.57
Livs0125a_01,287632.26,2476404.18,-10.29,-5.84,-2.44,-1.37
Livs0125a_01,287632.36,2476404.1,-10.1,-5.46,-2.43,-1.48
Livs0125a_01,287632.46,2476404.03,-9.63,-4.99,-1.98,-0.99
Livs0125a_01,287632.56,2476403.95,-9.44,-4.72,-1.8,-0.82
Livs0125a_01,287632.67,2476403.87,-9.81,-5.09,-1.98,-1.27
Livs0125a_01,287632.77,2476403.8,-10.28,-5.55,-2.52,-1.74
Livs0125a_01,287632.87,2476403.73,-10.93,-6.21,-2.72,-1.57
Livs0125a_01,287632.97,2476403.67,-11.1,-6.11,-3.01,-1.66
Livs0125a_01,287633.07,2476403.61,-10.08,-5.18,-2.64,-1.18
Livs0125a_01,287633.17,2476403.55,-9.42,-4.61,-2.07,-0.62
Livs0125a_01,287633.27,2476403.49,-9.23,-4.69,-1.98,-0.34
Livs0125a_01,287633.37,2476403.43,-9.13,-4.89,-1.88,-0.52
Livs0125a_01,287633.47,2476403.36,-9.24,-5.08,-2.15,-0.72
Livs0125a_01,287633.57,2476403.3,-10.35,-6.01,-2.72,-1.37
Livs0125a_01,287633.67,2476403.24,-10.64,-6.29,-3.47,-1.94
Livs0125a_01,287633.76,2476403.19,-10.43,-6.11,-3.27,-1.84
Livs0125a_01,287633.86,2476403.15,-10.07,-5.55,-2.91,-1.36
Livs0125a_01,287633.95,2476403.1,-9.7,-5.25,-2.25,-0.99
Livs0125a_01,287634.05,2476403.05,-9.41,-4.61,-1.78,-0.53
Livs0125a_01,287634.15,2476403.01,-9.6,-4.62,-1.78,-0.43
Livs0125a_01,287634.24,2476402.96,-9.98,-4.9,-1.97,-0.8
Livs0125a_01,287634.34,2476402.91,-9.87,-4.89,-2.06,-0.98
Livs0125a_01,287634.43,2476402.87,-10.16,-4.98,-2.36,-1.08
Livs0125a_01,287634.53,2476402.82,-10.33,-5.34,-2.35,-1.28
Livs0125a_01,287634.63,2476402.79,-10.45,-5.53,-2.53,-1.38
Livs0125a_01,287634.73,2476402.75,-10.73,-6.2,-3.01,-1.92
Livs0125a_01,287634.83,2476402.72,-10.16,-5.92,-3.01,-2.02
Livs0125a_01,287634.93,2476402.68,-9.68,-5.18,-2.52,-1.74
Livs0125a_01,287635.03,2476402.65,-9.12,-4.51,-2.06,-1.37
Livs0125a_01,287635.13,2476402.61,-9.13,-4.24,-1.6,-0.81
Livs0125a_01,287635.24,2476402.58,-9.22,-4.23,-1.6,-0.7
Livs0125a_01,287635.34,2476402.55,-9.14,-4.42,-1.59,-0.9
Livs0125a_01,287635.44,2476402.51,-8.48,-3.76,-1.22,-0.53
Livs0125a_01,287635.53,2476402.49,-7.54,-3.2,-0.85,-0.25
Livs0125a_01,287635.63,2476402.47,-6.25,-2.36,-0.38,0.13
Livs0125a_01,287635.72,2476402.46,-5.13,-1.62,0.01,0.51
Livs0125a_01,287635.81,2476402.44,-3.26,-0.48,0.45,0.68
Livs0125a_01,287635.91,2476402.42,-1.86,0.36,1.4,0.98
Livs0125a_01,287636,2476402.41,-0.91,1.2,1.88,1.25
Livs0125a_01,287636.09,2476402.39,-1.3,1.01,1.79,0.7
Livs0125a_01,287636.19,2476402.37,-1.86,0.73,1.59,0.6
Livs0125a_01,287636.28,2476402.36,-2.99,-0.02,1.32,0.58
Livs0125a_01,287636.37,2476402.35,-3.93,-0.78,1.02,0.97
Livs0125a_01,287636.45,2476402.34,-5.25,-1.91,0.28,0.89
Livs0125a_01,287636.53,2476402.34,-7.11,-3.49,-0.57,0.4
Livs0125a_01,287636.62,2476402.33,-7.77,-3.86,-1.22,0.3
Livs0125a_01,287636.7,2476402.33,-8.51,-4.33,-1.21,0.31
Livs0125a_01,287636.79,2476402.33,-9.38,-4.91,-1.97,-0.53
Livs0125a_01,287636.87,2476402.32,-10.3,-5.45,-2.54,-1.09
Livs0125a_01,287636.95,2476402.32,-10.49,-5.47,-2.55,-1.27
Livs0125a_01,287637.04,2476402.31,-10.3,-5.37,-2.43,-1.09
Livs0125a_01,287637.12,2476402.32,-9.73,-5.09,-2.16,-0.8
Livs0125a_01,287637.21,2476402.33,-9.65,-4.9,-1.98,-0.81
Livs0125a_01,287637.29,2476402.34,-9.45,-4.61,-1.88,-0.72
Livs0125a_01,287637.38,2476402.36,-9.45,-4.33,-1.78,-0.62
Livs0125a_01,287637.46,2476402.37,-9.73,-4.6,-1.97,-0.63
Livs0125a_01,287637.55,2476402.39,-10.18,-4.98,-2.15,-0.81
Livs0125a_01,287637.63,2476402.4,-10,-5.18,-2.06,-0.8
Livs0125a_01,287637.71,2476402.41,-10.01,-5.18,-1.88,-0.73
Livs0125a_01,287637.8,2476402.43,-9.61,-5.09,-1.87,-0.54
Livs0125a_01,287637.88,2476402.45,-9.99,-5.36,-2.25,-0.99
Livs0125a_01,287637.96,2476402.47,-9.89,-4.9,-2.25,-0.81
Livs0125a_01,287638.04,2476402.49,-9.43,-4.42,-1.79,-0.16
Livs0125a_01,287638.11,2476402.52,-9.32,-4.33,-1.6,0.04
Livs0125a_01,287638.19,2476402.54,-9.41,-4.7,-1.79,-0.23
Livs0125a_01,287638.27,2476402.57,-9.67,-4.98,-2.07,-0.62
Livs0125a_01,287638.34,2476402.59,-9.68,-4.88,-2.25,-0.53
Livs0125a_01,287638.42,2476402.62,-9.38,-4.61,-2.17,-0.25
Livs0125a_01,287638.5,2476402.64,-8.72,-4.12,-1.88,-0.24
Livs0125a_01,287638.57,2476402.67,-8.52,-4.04,-1.69,-0.05
Livs0125a_01,287638.64,2476402.7,-8.34,-4.04,-1.41,0.03
Livs0125a_01,287638.71,2476402.73,-8.7,-4.6,-1.32,-0.15
Livs0125a_01,287638.78,2476402.77,-9.18,-4.96,-1.6,-0.52
Livs0125a_01,287638.85,2476402.8,-9.54,-5.24,-1.88,-1
Livs0125a_01,287638.92,2476402.84,-9.63,-5.06,-1.88,-0.8
Livs0125a_01,287638.99,2476402.87,-9.34,-4.68,-1.69,-0.72
Livs0125a_01,287639.06,2476402.9,-8.22,-3.65,-1.04,-0.05
Livs0125a_01,287639.13,2476402.94,-7.94,-3.28,-0.46,0.5
Livs0125a_01,287639.2,2476402.97,-8.21,-3.27,-0.66,0.7
Livs0125a_01,287639.26,2476403.01,-8.95,-4.21,-1.31,0.22
Livs0125a_01,287639.32,2476403.05,-9.05,-4.41,-1.59,-0.04
Livs0125a_01,287639.37,2476403.1,-9.14,-4.58,-1.78,-0.23
Livs0125a_01,287639.43,2476403.14,-9.23,-4.49,-1.86,-0.43
Livs0125a_01,287639.49,2476403.18,-9.15,-4.41,-1.86,-0.52
Livs0125a_01,287639.55,2476403.22,-8.76,-4.59,-1.69,-0.51
Livs0125a_01,287639.61,2476403.27,-8.56,-4.58,-1.59,-0.41
Livs0125a_01,287639.66,2476403.31,-8.84,-4.59,-1.6,-0.42
Livs0125a_01,287639.72,2476403.35,-8.55,-4.49,-1.69,-0.61
Livs0125a_01,287639.78,2476403.4,-8.19,-4.22,-1.59,-0.52
Livs0125a_01,287639.83,2476403.46,-8.19,-4.03,-1.5,-0.41
Livs0125a_01,287639.88,2476403.52,-8,-4.04,-1.49,-0.22
Livs0125a_01,287639.94,2476403.57,-7.71,-3.83,-1.31,-0.14
Livs0125a_01,287639.99,2476403.63,-7.82,-3.65,-1.31,0.05
Livs0125a_01,287640.04,2476403.69,-7.81,-3.65,-1.39,0.04
Livs0125a_01,287640.1,2476403.74,-8.28,-4.02,-1.49,-0.14
Livs0125a_01,287640.15,2476403.8,-8.47,-4.41,-1.68,-0.61
Livs0125a_01,287640.2,2476403.86,-8.57,-4.31,-1.68,-0.7
Livs0125a_01,287640.25,2476403.91,-8.68,-4.12,-1.5,-0.79
Livs0125a_01,287640.29,2476403.97,-8.39,-3.94,-1.41,-0.7
Livs0125a_01,287640.33,2476404.02,-8.59,-3.94,-1.31,-0.51
Livs0125a_01,287640.37,2476404.08,-8.49,-3.84,-1.03,-0.13
Livs0125a_01,287640.41,2476404.13,-8.12,-3.76,-1.03,0.14
Livs0125a_01,287640.45,2476404.19,-8.22,-3.94,-1.22,-0.04
Livs0125a_01,287640.48,2476404.25,-8.02,-3.94,-1.22,-0.15
Livs0125a_01,287640.52,2476404.3,-7.85,-3.75,-1.03,-0.23
Livs0125a_01,287640.56,2476404.36,-7.85,-3.85,-1.11,-0.33
Livs0125a_01,287640.6,2476404.42,-8.03,-4.04,-1.21,-0.43
Livs0125a_01,287640.63,2476404.49,-8.32,-4.31,-1.6,-0.6
Livs0125a_01,287640.67,2476404.56,-8.51,-4.32,-1.69,-0.8
Livs0125a_01,287640.7,2476404.63,-8.71,-4.41,-1.78,-0.79
Livs0125a_01,287640.74,2476404.7,-8.79,-4.51,-1.77,-0.98
Livs0125a_01,287640.77,2476404.77,-8.81,-4.7,-1.86,-0.9
Livs0125a_01,287640.8,2476404.83,-9,-4.68,-1.87,-0.81
Livs0125a_01,287640.84,2476404.9,-9.19,-4.5,-1.87,-0.34
Livs0125a_01,287640.87,2476404.97,-8.89,-4.14,-1.87,-0.24
Livs0125a_01,287640.9,2476405.04,-8.8,-4.04,-1.6,-0.34
Livs0125a_01,287640.92,2476405.1,-8.71,-4.13,-1.59,-0.32
Livs0125a_01,287640.94,2476405.16,-8.16,-4.13,-1.58,-0.44
Livs0125a_01,287640.96,2476405.22,-7.97,-4.03,-1.59,-0.71
Livs0125a_01,287640.97,2476405.28,-7.96,-4.4,-1.58,-0.53
Livs0125a_01,287640.99,2476405.34,-8.24,-4.5,-1.77,-0.62
Livs0125a_01,287641.01,2476405.4,-8.34,-4.61,-1.78,-0.6
Livs0125a_01,287641.02,2476405.46,-8.53,-4.61,-1.87,-0.62
Livs0125a_01,287641.04,2476405.52,-8.51,-4.51,-1.79,-0.71
Livs0125a_01,287641.06,2476405.59,-8.79,-4.31,-1.51,-0.72
Livs0125a_01,287641.06,2476405.65,-9.17,-4.49,-1.69,-0.61
Livs0125a_01,287641.07,2476405.71,-9.17,-4.78,-1.79,-0.71
Livs0125a_01,287641.07,2476405.77,-8.97,-5.16,-2.07,-0.99
Livs0125a_01,287641.08,2476405.83,-8.86,-5.05,-2.07,-1.27
Livs0125a_01,287641.08,2476405.89,-8.78,-4.68,-1.77,-1.17
Livs0125a_01,287641.09,2476405.96,-8.57,-4.51,-1.5,-0.7
Livs0125a_01,287641.09,2476406.02,-8.67,-4.78,-1.5,-0.51
Livs0125a_01,287641.1,2476406.08,-9.13,-5.24,-1.6,-0.43
Livs0125a_01,287641.1,2476406.14,-8.93,-5.25,-1.78,-0.42
Livs0125a_01,287641.1,2476406.21,-8.66,-4.78,-1.77,-0.52
Livs0125a_01,287641.09,2476406.28,-8.83,-4.95,-1.77,-0.6
Livs0125a_01,287641.08,2476406.35,-9.2,-4.87,-1.88,-0.89
Livs0125a_01,287641.07,2476406.42,-9.47,-4.87,-1.86,-0.88
Livs0125a_01,287641.06,2476406.49,-9.46,-4.85,-1.95,-0.78
Livs0125a_01,287641.05,2476406.56,-9.28,-4.59,-1.68,-0.6
Livs0125a_01,287641.05,2476406.63,-9.07,-4.66,-1.58,-0.14
Livs0125a_01,287641.04,2476406.7,-8.99,-4.59,-1.5,-0.13
Livs0125a_01,287641.03,2476406.77,-9.15,-4.67,-1.49,-0.31
Livs0125a_01,287641.01,2476406.83,-9.15,-4.38,-1.41,-0.69
Livs0125a_01,287640.98,2476406.9,-9.15,-4.3,-1.29,-0.79
Livs0125a_01,287640.95,2476406.96,-9.06,-4.3,-1.3,-0.8
Livs0125a_01,287640.92,2476407.02,-9.34,-4.58,-1.49,-0.69
Livs0125a_01,287640.89,2476407.08,-8.87,-4.48,-1.49,-0.89
Livs0125a_01,287640.87,2476407.14,-8.86,-4.58,-1.68,-0.59
Livs0125a_01,287640.84,2476407.2,-8.96,-4.76,-1.68,-0.51
Livs0125a_01,287640.81,2476407.26,-8.49,-4.38,-1.49,-0.41
Livs0125a_01,287640.78,2476407.32,-8.31,-4.3,-1.59,-0.71
Livs0125a_01,287640.75,2476407.38,-8.32,-4.66,-1.69,-0.78
Livs0125a_01,287640.7,2476407.44,-8.5,-4.77,-1.77,-1.08
Livs0125a_01,287640.66,2476407.5,-8.51,-4.68,-1.67,-0.8
Livs0125a_01,287640.62,2476407.56,-9.35,-5.71,-2.51,-1.16
Livs0125a_01,287640.58,2476407.62,-10.2,-6.45,-3.07,-1.62
Livs0125a_01,287640.53,2476407.67,-10.29,-6.17,-3.08,-1.53
Livs0125a_01,287640.49,2476407.73,-10.3,-5.8,-2.7,-1.18
Livs0125a_01,287640.45,2476407.79,-10.02,-5.53,-2.63,-0.79
Livs0125a_01,287640.41,2476407.85,-9.84,-5.25,-2.42,-0.5
Livs0125a_01,287640.35,2476407.91,-9.64,-5.15,-2.34,-0.52
Livs0125a_01,287640.27,2476407.97,-9.75,-5.16,-2.24,-0.5
Livs0125a_01,287640.2,2476408.03,-9.75,-5.32,-2.43,-0.89
Livs0125a_01,287640.12,2476408.1,-9.66,-5.32,-2.43,-0.78
Livs0125a_01,287640.04,2476408.16,-9.68,-5.33,-2.42,-0.88
Livs0125a_01,287639.97,2476408.22,-9.67,-5.34,-2.44,-0.99
Livs0125a_01,287639.89,2476408.28,-9.48,-4.97,-2.52,-0.97
Livs0125a_01,287639.82,2476408.35,-8.84,-4.79,-2.14,-0.61
Livs0125a_01,287639.74,2476408.41,-8.18,-4.6,-1.88,-0.33
Livs0125a_01,287639.65,2476408.47,-7.54,-4.58,-1.96,-0.34
Livs0125a_01,287639.55,2476408.52,-7.36,-4.68,-2.15,-0.61
Livs0125a_01,287639.44,2476408.57,-7.27,-4.5,-2.05,-0.7
Livs0125a_01,287639.33,2476408.61,-7.54,-4.49,-2.14,-0.6
Livs0125a_01,287639.22,2476408.66,-8.12,-4.77,-2.07,-0.8
Livs0125a_01,287639.11,2476408.71,-8.6,-4.88,-2.07,-0.8
Livs0125a_01,287639,2476408.76,-8.78,-4.77,-1.97,-0.53
Livs0125a_01,287638.9,2476408.81,-8.59,-4.49,-1.78,-0.44
Livs0125a_01,287638.79,2476408.86,-8.41,-4.21,-1.78,-0.42
Livs0125a_01,287638.67,2476408.91,-8.05,-3.84,-1.68,-0.44
Livs0125a_01,287638.56,2476408.95,-7.94,-4.04,-1.79,-0.52
Livs0125a_01,287638.44,2476408.99,-8.23,-4.41,-1.97,-0.88
Livs0125a_01,287638.32,2476409.03,-9.26,-5.34,-2.25,-1.09
Livs0125a_01,287638.2,2476409.08,-9.53,-5.43,-2.81,-1.36
Livs0125a_01,287638.08,2476409.12,-9.43,-5.06,-2.34,-1.07
Livs0125a_01,287637.96,2476409.16,-8.96,-4.87,-2.07,-0.71
Livs0125a_01,287637.84,2476409.2,-8.88,-4.6,-1.78,-0.43
Livs0125a_01,287637.72,2476409.24,-8.79,-4.7,-1.67,-0.33
Livs0125a_01,287637.6,2476409.28,-9.05,-4.96,-1.78,-0.14
